"","region","scenario","Trade","ReactorCost","FuelCost","Technology","year","Material","demand_type","Units","annual_material_demand"
"2234","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2070,"Zirconium","operation_demand","kt",0.266231648148148
"2235","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2070,"Hafnium","operation_demand","kt",1.84881666666667
"2236","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2070,"Zirconium","operation_demand","kt",0.0215695277777778
"2237","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2070,"Zirconium","operation_demand","kt",0.104977851851852
"2238","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2070,"Graphite","operation_demand","kt",186.557111111111
"2239","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2070,"Silicon carbide","operation_demand","kt",0.0373114222222222
"2240","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2070,NA,"operation_demand","kt",NA
"2241","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2070,"Zirconium","operation_demand","kt",0.0327416111111111
"2242","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2070,NA,"operation_demand","kt",NA
"2243","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2075,"Hafnium","operation_demand","kt",25.8598466666667
"2244","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2075,"Zirconium","operation_demand","kt",0.301698211111111
"2245","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2075,"Hafnium","operation_demand","kt",0.722595555555556
"2246","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2075,"Zirconium","operation_demand","kt",0.00843028148148148
"2247","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2075,"Zirconium","operation_demand","kt",0.126646166666667
"2248","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2075,"Graphite","operation_demand","kt",221.735277777778
"2249","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2075,"Silicon carbide","operation_demand","kt",0.0443470555555556
"2250","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2075,NA,"operation_demand","kt",NA
"2251","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2075,"Zirconium","operation_demand","kt",0.0373028148148148
"2252","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2075,NA,"operation_demand","kt",NA
"2253","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2080,"Hafnium","operation_demand","kt",29.7280233333333
"2254","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2080,"Zirconium","operation_demand","kt",0.346826938888889
"2255","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2080,"Hafnium","operation_demand","kt",0.368704444444444
"2256","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2080,"Zirconium","operation_demand","kt",0.00430155185185185
"2257","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2080,"Zirconium","operation_demand","kt",0.155059277777778
"2258","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2080,"Graphite","operation_demand","kt",267.524166666666
"2259","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2080,"Silicon carbide","operation_demand","kt",0.0535048333333332
"2260","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2080,NA,"operation_demand","kt",NA
"2261","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2080,"Zirconium","operation_demand","kt",0.0431234074074074
"2262","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2080,NA,"operation_demand","kt",NA
"2263","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2085,"Hafnium","operation_demand","kt",32.6233222222222
"2264","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2085,"Zirconium","operation_demand","kt",0.380605425925926
"2265","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2085,"Hafnium","operation_demand","kt",0.368385555555556
"2266","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2085,"Zirconium","operation_demand","kt",0.00429783148148148
"2267","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2085,"Zirconium","operation_demand","kt",0.177523111111111
"2268","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2085,"Graphite","operation_demand","kt",303.283611111112
"2269","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2085,"Silicon carbide","operation_demand","kt",0.0606567222222224
"2270","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2085,NA,"operation_demand","kt",NA
"2271","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2085,"Zirconium","operation_demand","kt",0.0475156666666667
"2272","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2085,NA,"operation_demand","kt",NA
"2273","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2090,"Hafnium","operation_demand","kt",34.6090877777778
"2274","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2090,"Zirconium","operation_demand","kt",0.40377269074074
"2275","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2090,"Hafnium","operation_demand","kt",0.367861111111111
"2276","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2090,"Zirconium","operation_demand","kt",0.00429171296296296
"2277","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2090,"Zirconium","operation_demand","kt",0.197259722222222
"2278","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2090,"Graphite","operation_demand","kt",334.502388888888
"2279","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2090,"Silicon carbide","operation_demand","kt",0.0669004777777776
"2280","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2090,NA,"operation_demand","kt",NA
"2281","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2090,"Zirconium","operation_demand","kt",0.0513057592592593
"2282","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2090,NA,"operation_demand","kt",NA
"2283","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2095,"Hafnium","operation_demand","kt",36.4949777777778
"2284","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2095,"Zirconium","operation_demand","kt",0.42577474074074
"2285","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2095,"Hafnium","operation_demand","kt",0.36711
"2286","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2095,"Zirconium","operation_demand","kt",0.00428295
"2287","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2095,"Zirconium","operation_demand","kt",0.217518870370371
"2288","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2095,"Graphite","operation_demand","kt",364.223
"2289","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2095,"Silicon carbide","operation_demand","kt",0.0728446
"2290","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2095,NA,"operation_demand","kt",NA
"2291","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2095,"Zirconium","operation_demand","kt",0.0537368333333333
"2292","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2095,NA,"operation_demand","kt",NA
"2293","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2100,"Hafnium","operation_demand","kt",35.3191
"2294","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2100,"Zirconium","operation_demand","kt",0.412056166666667
"2295","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2100,"Zirconium","operation_demand","kt",0.230897759259259
"2296","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2100,"Graphite","operation_demand","kt",379.4515
"2297","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2100,"Silicon carbide","operation_demand","kt",0.0758903
"2298","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2100,NA,"operation_demand","kt",NA
"2299","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2100,"Zirconium","operation_demand","kt",0.0515819259259259
"2300","USA","Current Trade","Current","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2100,NA,"operation_demand","kt",NA
"2301","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2021,"Hafnium","operation_demand","kt",32.4618622222222
"2302","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2021,"Zirconium","operation_demand","kt",0.378721725925926
"2303","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2025,"Hafnium","operation_demand","kt",0.733333333333332
"2304","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2025,"Zirconium","operation_demand","kt",0.00855555555555554
"2305","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2025,"Hafnium","operation_demand","kt",32.3379066666667
"2306","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2025,"Zirconium","operation_demand","kt",0.377275577777778
"2307","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2030,"Hafnium","operation_demand","kt",1.24200444444444
"2308","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2030,"Zirconium","operation_demand","kt",0.0144900518518518
"2309","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2030,"Hafnium","operation_demand","kt",32.3324933333333
"2310","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2030,"Zirconium","operation_demand","kt",0.377212422222222
"2311","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2035,"Hafnium","operation_demand","kt",2.18427111111111
"2312","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2035,"Zirconium","operation_demand","kt",0.025483162962963
"2313","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2035,"Hafnium","operation_demand","kt",31.5417366666667
"2314","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2035,"Zirconium","operation_demand","kt",0.367986927777778
"2315","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2035,"Zirconium","operation_demand","kt",0.00234437037037037
"2316","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2035,"Graphite","operation_demand","kt",5.96116666666666
"2317","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2035,"Silicon carbide","operation_demand","kt",0.00119223333333333
"2318","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2035,NA,"operation_demand","kt",NA
"2319","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2035,"Zirconium","operation_demand","kt",0.00193955555555555
"2320","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2035,NA,"operation_demand","kt",NA
"2321","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2040,"Hafnium","operation_demand","kt",3.98208666666667
"2322","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2040,"Zirconium","operation_demand","kt",0.0464576777777778
"2323","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2040,"Hafnium","operation_demand","kt",31.5091377777778
"2324","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2040,"Zirconium","operation_demand","kt",0.367606607407407
"2325","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2040,"Zirconium","operation_demand","kt",0.00698338888888887
"2326","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2040,"Graphite","operation_demand","kt",15.911
"2327","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2040,"Silicon carbide","operation_demand","kt",0.0031822
"2328","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2040,NA,"operation_demand","kt",NA
"2329","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2040,"Zirconium","operation_demand","kt",0.00466540740740741
"2330","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2040,NA,"operation_demand","kt",NA
"2331","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2045,"Hafnium","operation_demand","kt",5.96126222222224
"2332","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2045,"Zirconium","operation_demand","kt",0.0695480592592595
"2333","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2045,"Hafnium","operation_demand","kt",31.4633622222222
"2334","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2045,"Zirconium","operation_demand","kt",0.367072559259259
"2335","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2045,"Zirconium","operation_demand","kt",0.0139348518518519
"2336","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2045,"Graphite","operation_demand","kt",29.4996666666666
"2337","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2045,"Silicon carbide","operation_demand","kt",0.00589993333333332
"2338","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2045,NA,"operation_demand","kt",NA
"2339","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2045,"Zirconium","operation_demand","kt",0.00747988888888887
"2340","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2045,NA,"operation_demand","kt",NA
"2341","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2050,"Hafnium","operation_demand","kt",9.53350777777776
"2342","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2050,"Zirconium","operation_demand","kt",0.111224257407407
"2343","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2050,"Hafnium","operation_demand","kt",30.3134388888889
"2344","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2050,"Zirconium","operation_demand","kt",0.353656787037037
"2345","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2050,"Zirconium","operation_demand","kt",0.0293502407407407
"2346","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2050,"Graphite","operation_demand","kt",57.8975555555556
"2347","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2050,"Silicon carbide","operation_demand","kt",0.0115795111111111
"2348","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2050,NA,"operation_demand","kt",NA
"2349","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2050,"Zirconium","operation_demand","kt",0.0126057037037037
"2350","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2050,NA,"operation_demand","kt",NA
"2351","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2055,"Hafnium","operation_demand","kt",12.5556477777778
"2352","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2055,"Zirconium","operation_demand","kt",0.146482557407407
"2353","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2055,"Hafnium","operation_demand","kt",21.48909
"2354","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2055,"Zirconium","operation_demand","kt",0.25070605
"2355","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2055,"Zirconium","operation_demand","kt",0.0458632592592593
"2356","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2055,"Graphite","operation_demand","kt",86.5660555555556
"2357","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2055,"Silicon carbide","operation_demand","kt",0.0173132111111111
"2358","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2055,NA,"operation_demand","kt",NA
"2359","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2055,"Zirconium","operation_demand","kt",0.0169896851851852
"2360","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2055,NA,"operation_demand","kt",NA
"2361","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2060,"Hafnium","operation_demand","kt",15.2221966666667
"2362","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2060,"Zirconium","operation_demand","kt",0.177592294444445
"2363","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2060,"Hafnium","operation_demand","kt",16.7019466666667
"2364","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2060,"Zirconium","operation_demand","kt",0.194856044444445
"2365","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2060,"Zirconium","operation_demand","kt",0.062437
"2366","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2060,"Graphite","operation_demand","kt",114.429777777778
"2367","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2060,"Silicon carbide","operation_demand","kt",0.0228859555555556
"2368","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2060,NA,"operation_demand","kt",NA
"2369","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2060,"Zirconium","operation_demand","kt",0.0208713888888889
"2370","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2060,NA,"operation_demand","kt",NA
"2371","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2065,"Hafnium","operation_demand","kt",18.1485233333333
"2372","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2065,"Zirconium","operation_demand","kt",0.211732772222222
"2373","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2065,"Hafnium","operation_demand","kt",9.54974666666668
"2374","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2065,"Zirconium","operation_demand","kt",0.111413711111111
"2375","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2065,"Zirconium","operation_demand","kt",0.081745277777778
"2376","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2065,"Graphite","operation_demand","kt",146.349
"2377","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2065,"Silicon carbide","operation_demand","kt",0.0292698
"2378","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2065,NA,"operation_demand","kt",NA
"2379","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2065,"Zirconium","operation_demand","kt",0.0251415925925926
"2380","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2065,NA,"operation_demand","kt",NA
"2381","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2070,"Hafnium","operation_demand","kt",21.22597
"2382","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2070,"Zirconium","operation_demand","kt",0.247636316666667
"2383","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2070,"Hafnium","operation_demand","kt",1.84778666666667
"2384","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2070,"Zirconium","operation_demand","kt",0.0215575111111111
"2385","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2070,"Zirconium","operation_demand","kt",0.103094296296296
"2386","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2070,"Graphite","operation_demand","kt",181.171555555556
"2387","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2070,"Silicon carbide","operation_demand","kt",0.0362343111111111
"2388","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2070,NA,"operation_demand","kt",NA
"2389","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2070,"Zirconium","operation_demand","kt",0.0296486296296296
"2390","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2070,NA,"operation_demand","kt",NA
"2391","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2075,"Hafnium","operation_demand","kt",24.2907733333333
"2392","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2075,"Zirconium","operation_demand","kt",0.283392355555555
"2393","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2075,"Hafnium","operation_demand","kt",0.72257
"2394","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2075,"Zirconium","operation_demand","kt",0.00842998333333333
"2395","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2075,"Zirconium","operation_demand","kt",0.125173444444445
"2396","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2075,"Graphite","operation_demand","kt",216.835055555556
"2397","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2075,"Silicon carbide","operation_demand","kt",0.0433670111111112
"2398","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2075,NA,"operation_demand","kt",NA
"2399","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2075,"Zirconium","operation_demand","kt",0.0341556851851852
"2400","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2075,NA,"operation_demand","kt",NA
"2401","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2080,"Hafnium","operation_demand","kt",28.1639577777778
"2402","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2080,"Zirconium","operation_demand","kt",0.328579507407407
"2403","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2080,"Hafnium","operation_demand","kt",0.368576666666666
"2404","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2080,"Zirconium","operation_demand","kt",0.00430006111111111
"2405","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2080,"Zirconium","operation_demand","kt",0.154153648148148
"2406","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2080,"Graphite","operation_demand","kt",263.256777777778
"2407","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2080,"Silicon carbide","operation_demand","kt",0.0526513555555556
"2408","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2080,NA,"operation_demand","kt",NA
"2409","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2080,"Zirconium","operation_demand","kt",0.0398703703703704
"2410","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2080,NA,"operation_demand","kt",NA
"2411","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2085,"Hafnium","operation_demand","kt",31.0278588888889
"2412","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2085,"Zirconium","operation_demand","kt",0.361991687037037
"2413","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2085,"Hafnium","operation_demand","kt",0.368051111111111
"2414","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - Legacy",2085,"Zirconium","operation_demand","kt",0.00429392962962963
"2415","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2085,"Zirconium","operation_demand","kt",0.176916629629629
