"Units","scenario","Trade","ReactorCost","FuelCost","region","Technology","year","value"
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2035,0.322078746738171
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2040,0.408990994041004
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2045,0.463467246510971
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2050,0.793721860637289
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2055,0.755798374898564
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2060,0.739559081724192
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2065,0.834589271953575
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2070,0.91487939036753
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2075,0.947221683865461
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2080,1.27394290583445
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2085,0.992954749955773
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2090,0.869129287670867
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2095,0.995660163044411
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - SFR",2100,0.992593573901118
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2035,0.421679858451697
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2040,0.777434864965132
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2045,1.13688000041433
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2050,2.36963520673308
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2055,2.5479778093432
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2060,2.65244627949139
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2065,3.11018241162567
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2070,3.50391882833943
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2075,3.69871538536395
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2080,5.03636156966841
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2085,3.98108009903584
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2090,3.50926832273384
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2095,4.03590389827538
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - BWR",2100,3.9263244462217
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2035,0.303823682300274
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2040,0.368644902879077
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2045,0.333737577928845
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2050,0.539947979744702
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2055,0.495128075754837
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2060,0.475454202739977
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2065,0.530380221617627
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2070,0.576362022160672
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2075,0.593027230493835
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2080,0.794399917570084
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2085,0.61672174260768
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2090,0.538970078540118
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2095,0.617079511341064
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - PWR modular",2100,0.614561500922294
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2030,1.48986826205626
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2035,2.39311165028563
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2040,3.81214511045309
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2045,3.92581334803115
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2050,6.43806539385499
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2055,5.93923355987931
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2060,5.71264669540265
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2065,6.37496180392856
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2070,6.92200723387935
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2075,7.10811512166454
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2080,9.49582957505797
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2085,7.34315214289161
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2090,6.3994263706495
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2095,7.31119146937595
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - Large - PWR",2100,7.23350454441252
