"Units","scenario","Trade","ReactorCost","FuelCost","region","Technology","year","value"
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2035,2.92020380687739
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2040,5.93102191561782
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2045,7.05935635428618
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2050,13.6787934593606
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2055,13.6759313094935
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2060,12.5616691076716
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2065,13.468050638791
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2070,13.974651165263
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2075,13.7593084609784
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2080,17.3076928318956
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2085,12.9926271019424
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2090,10.7347656621611
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2095,12.0735703356975
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2100,11.5988964095284
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2035,0.19881992198052
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2040,0.311975357707402
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2045,0.458676552804893
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2050,0.967263547577517
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2055,1.05376521266728
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2060,0.976006733957173
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2065,1.11723338596963
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2070,1.27074683848289
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2075,1.38169262636596
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2080,1.90176229381958
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2085,1.59320890886397
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2090,1.4473789658153
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2095,1.77415470492462
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2100,1.90866893403453
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2035,0.370481449043783
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2040,0.67101399972905
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2045,1.18258580793448
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2050,2.92679697353547
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2055,3.77548233358438
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2060,3.92496151771357
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2065,4.7548827595268
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2070,5.58115816758078
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2075,6.14343432360993
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2080,7.23333417834901
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2085,5.05694179014117
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2090,3.96755303359264
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2095,4.27431416756007
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2100,4.07716655885902
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2035,0.363383998837695
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2040,0.572436788057257
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2045,0.894016362229326
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2050,1.98257713970917
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2055,2.28232941382353
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2060,2.15205048505263
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2065,2.43341003894977
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2070,2.69646205566145
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2075,2.82476814541684
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2080,3.71210615795633
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2085,2.94760207721208
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2090,2.51808197251736
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2095,2.87281137532843
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2100,2.71443226804115
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2035,0.430596818216139
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2040,0.990181190441728
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2045,2.07107208774207
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2050,5.8145937478108
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2055,8.30411896076156
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2060,9.02871990210902
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2065,9.64074294868492
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2070,8.85607093334162
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2075,7.90137358660906
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2080,9.10783790200598
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2085,6.29032394357367
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2090,4.8636785276883
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2095,5.16243245667046
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2100,4.85253658713434
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2035,0.358371829249045
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2040,0.522522938768256
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2045,0.608053517295972
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2050,1.18814996356892
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2055,1.22715016282907
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2060,1.09299370245254
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2065,1.2006105374545
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2070,1.30501426849855
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2075,1.34982735784588
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2080,1.76125799391643
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2085,1.39230643212303
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2090,1.18784330465459
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2095,1.36246170511624
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2100,1.38551223351
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2030,1.56693505454849
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2035,3.08697855377475
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2040,7.37535132889618
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2045,9.86463802935802
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2050,19.5306292286561
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2055,20.0154910454234
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2060,17.6273336402648
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2065,18.8844988961642
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2070,18.9846400682991
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2075,18.1112754802892
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2080,21.6665426401724
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2085,15.5923791579882
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2090,12.502143205079
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2095,13.6892880088732
"GW","Limited Trade - Adv. Nuc","Limited","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2100,13.1712729561456
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2035,0.186520855123153
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2040,0.285637786484165
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2045,0.363554364901211
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2050,0.728509138844525
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2055,0.764929995903037
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2060,0.76820443164382
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2065,0.903751079098646
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2070,1.01145991177491
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2075,1.06702309973011
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2080,1.44406364221927
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2085,1.1686669005452
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2090,1.03747480967385
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2095,1.22666632320868
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2100,1.31026835789739
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2035,0.358504714778588
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2040,0.608077368544864
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2045,0.864822433585175
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2050,1.86732790506167
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2055,2.07555612253381
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2060,2.12439325830139
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2065,2.50152579846485
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2070,2.7806808155001
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2075,2.88865541923545
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2080,3.81701757986966
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2085,3.00317889445236
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2090,2.57316472817345
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2095,2.92564189162483
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2100,2.93318570091733
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2035,0.34241193641884
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2040,0.513067622243102
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2045,0.671157107222403
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2050,1.34847465130156
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2055,1.41496852589196
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2060,1.39490962557355
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2065,1.59388355847549
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2070,1.72258489749824
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2075,1.74506981056111
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2080,2.25657347234114
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2085,1.73668780023611
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2090,1.46224170119646
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2095,1.63648870363965
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2100,1.63914982155177
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2035,0.420061380848292
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2040,0.830718554990485
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2045,1.2711591243566
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2050,2.86508016336606
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2055,3.2836661741043
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2060,3.39722537740172
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2065,4.00844088883655
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2070,4.44631574528611
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2075,4.59231946171956
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2080,6.01794268122383
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2085,4.68731557873624
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2090,3.96952927992943
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2095,4.45735546620196
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2100,4.37564790213955
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2035,0.334102502036897
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2040,0.490920033985985
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2045,0.52371890853414
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2050,0.998771047364219
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2055,1.00693158180665
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2060,0.973137769447559
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2065,1.09939605911948
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2070,1.17813243903416
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2075,1.18637815650835
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2080,1.52866742936146
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2085,1.17322248908362
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2090,0.987206598972734
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2095,1.1050658417133
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2100,1.10657528503605
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2030,1.56816509752708
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2035,2.75111548883748
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2040,5.38404463209244
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2045,6.29925112530192
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2050,11.9141417734589
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2055,11.8139665281114
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2060,11.2797666993497
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2065,12.6403100825907
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2070,13.4527176930745
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2075,13.4676076870258
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2080,17.2709619086015
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2085,13.1763498648384
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2090,11.0539294455525
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2095,12.3581838814078
"GW","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2100,12.334502998579
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2035,0.186447597715841
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2040,0.282089742845375
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2045,0.396135170888065
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2050,0.811719331587149
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2055,0.896977324413239
